lead_time,portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
258,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
286,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
293,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
307,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
314,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
321,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
328,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
342,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
349,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
356,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
363,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
377,Portuguese
267,Portuguese
267,Portuguese
267,Portuguese
267,Portuguese
267,Portuguese
267,Portuguese
267,Portuguese
267,Portuguese
267,Portuguese
267,Portuguese
281,Portuguese
281,Portuguese
281,Portuguese
281,Portuguese
281,Portuguese
281,Portuguese
281,Portuguese
281,Portuguese
281,Portuguese
281,Portuguese
295,Portuguese
295,Portuguese
295,Portuguese
295,Portuguese
295,Portuguese
295,Portuguese
295,Portuguese
295,Portuguese
295,Portuguese
295,Portuguese
309,Portuguese
309,Portuguese
309,Portuguese
309,Portuguese
309,Portuguese
309,Portuguese
309,Portuguese
309,Portuguese
309,Portuguese
309,Portuguese
330,Portuguese
330,Portuguese
330,Portuguese
330,Portuguese
330,Portuguese
330,Portuguese
330,Portuguese
330,Portuguese
330,Portuguese
330,Portuguese
351,Portuguese
351,Portuguese
351,Portuguese
351,Portuguese
351,Portuguese
351,Portuguese
351,Portuguese
351,Portuguese
351,Portuguese
351,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
262,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
269,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
283,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
290,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
297,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
304,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
311,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
318,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
325,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
332,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
339,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
346,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
353,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
360,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
367,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
374,Portuguese
184,Portuguese
184,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
359,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
365,Portuguese
166,Portuguese
166,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
329,Portuguese
159,Portuguese
185,Portuguese
148,Portuguese
148,Portuguese
199,Portuguese
241,Non Portuguese
241,Portuguese
241,Non Portuguese
241,Non Portuguese
241,Non Portuguese
241,Non Portuguese
241,Non Portuguese
241,Non Portuguese
241,Non Portuguese
241,Non Portuguese
241,Non Portuguese
241,Non Portuguese
241,Non Portuguese
241,Non Portuguese
241,Non Portuguese
241,Portuguese
241,Non Portuguese
241,Non Portuguese
241,Portuguese
241,Portuguese
241,Portuguese
241,Portuguese
241,Portuguese
164,Portuguese
336,Portuguese
336,Portuguese
336,Portuguese
336,Portuguese
336,Portuguese
336,Portuguese
336,Portuguese
336,Portuguese
336,Portuguese
364,Portuguese
364,Portuguese
364,Portuguese
364,Portuguese
364,Portuguese
364,Portuguese
237,Non Portuguese
216,Portuguese
238,Portuguese
150,Portuguese
142,Portuguese
142,Portuguese
142,Portuguese
142,Portuguese
181,Portuguese
181,Portuguese
182,Portuguese
252,Non Portuguese
173,Portuguese
221,Portuguese
221,Portuguese
221,Portuguese
204,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
335,Portuguese
185,Portuguese
185,Portuguese
138,Portuguese
138,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
164,Portuguese
164,Portuguese
231,Non Portuguese
166,Portuguese
152,Portuguese
152,Portuguese
135,Portuguese
143,Portuguese
174,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
326,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
136,Portuguese
211,Portuguese
150,Portuguese
235,Portuguese
235,Portuguese
235,Portuguese
178,Portuguese
224,Portuguese
174,Portuguese
174,Portuguese
146,Portuguese
144,Portuguese
269,Portuguese
269,Portuguese
272,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
153,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
164,Portuguese
257,Portuguese
257,Portuguese
257,Portuguese
257,Portuguese
257,Portuguese
257,Portuguese
257,Portuguese
257,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
260,Portuguese
140,Portuguese
140,Portuguese
181,Portuguese
181,Portuguese
181,Portuguese
122,Portuguese
122,Portuguese
210,Portuguese
148,Portuguese
147,Portuguese
147,Portuguese
206,Portuguese
155,Portuguese
156,Portuguese
268,Portuguese
268,Portuguese
268,Portuguese
268,Portuguese
268,Portuguese
268,Portuguese
268,Portuguese
268,Portuguese
268,Portuguese
268,Portuguese
268,Portuguese
268,Portuguese
268,Portuguese
268,Portuguese
268,Portuguese
190,Portuguese
219,Portuguese
219,Portuguese
219,Portuguese
219,Portuguese
219,Portuguese
219,Portuguese
219,Portuguese
219,Portuguese
219,Portuguese
219,Portuguese
149,Portuguese
264,Portuguese
264,Portuguese
264,Portuguese
264,Portuguese
264,Portuguese
264,Portuguese
264,Portuguese
264,Portuguese
264,Portuguese
264,Portuguese
271,Portuguese
271,Portuguese
271,Portuguese
271,Portuguese
271,Portuguese
271,Portuguese
271,Portuguese
271,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
276,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
278,Portuguese
